symbol,date,forecast_close
RELIANCE.NS,2026-06-15,7235.899372789689
RELIANCE.NS,2026-06-16,7233.617267934955
RELIANCE.NS,2026-06-17,7231.996159501403
RELIANCE.NS,2026-06-18,7230.636572896212
RELIANCE.NS,2026-06-19,7229.965115601895
RELIANCE.NS,2026-06-22,7229.392382797785
RELIANCE.NS,2026-06-23,7228.990946791251
RELIANCE.NS,2026-06-24,7228.7519812205865
SBIN.NS,2026-05-14,124.30016764985521
SBIN.NS,2026-05-15,122.90762214547976
SBIN.NS,2026-05-18,121.89142824203645
SBIN.NS,2026-05-19,121.24991306566972
SBIN.NS,2026-05-20,120.97708360387787
SBIN.NS,2026-05-21,121.06876057631689
SBIN.NS,2026-05-22,121.37115576007
SBIN.NS,2026-05-25,121.81050006497844
SBIN.NS,2026-05-26,122.31894916245528
SBIN.NS,2026-05-27,122.85928596565645
SBIN.NS,2026-05-28,123.37493771445588
SBIN.NS,2026-05-29,123.86443773993506
SBIN.NS,2026-06-01,124.36067137311238
SBIN.NS,2026-06-02,124.85585074724531
SBIN.NS,2026-06-03,125.2901052753623
SBIN.NS,2026-06-04,125.66753727399282
SBIN.NS,2026-06-05,125.9814479869774
SBIN.NS,2026-06-08,126.24123571257405
SBIN.NS,2026-06-09,126.44199654886415
SBIN.NS,2026-06-10,126.6261317490671
SBIN.NS,2026-06-11,126.78266017421083
SBIN.NS,2026-06-12,126.88163999614608
SBIN.NS,2026-06-15,127.01599703411375
SBIN.NS,2026-06-16,127.13384751208469
SBIN.NS,2026-06-17,127.19652364791818
SBIN.NS,2026-06-18,127.24482352405539
SBIN.NS,2026-06-19,127.2799988915931
SBIN.NS,2026-06-22,127.30157780261197
SBIN.NS,2026-06-23,127.30683893280184
SBIN.NS,2026-06-24,127.33397521208917
TCS.NS,2026-05-14,2010.468844754847
TCS.NS,2026-05-15,1998.5671609334386
TCS.NS,2026-05-18,1984.8378007060746
TCS.NS,2026-05-19,1971.7223637596144
TCS.NS,2026-05-20,1960.460578434766
TCS.NS,2026-05-21,1952.024962452484
TCS.NS,2026-05-22,1946.34567212828
TCS.NS,2026-05-25,1941.2077321205852
TCS.NS,2026-05-26,1938.1591617580998
TCS.NS,2026-05-27,1936.8467545757594
TCS.NS,2026-05-28,1937.4609719601012
TCS.NS,2026-05-29,1938.9107019197763
TCS.NS,2026-06-01,1941.0762914120132
TCS.NS,2026-06-02,1943.7048938289772
TCS.NS,2026-06-03,1946.5624028339116
TCS.NS,2026-06-04,1949.5692928571443
TCS.NS,2026-06-05,1952.3965445003632
TCS.NS,2026-06-08,1954.7445016525198
TCS.NS,2026-06-09,1956.9551830838918
TCS.NS,2026-06-10,1958.9656624228555
TCS.NS,2026-06-11,1960.7437882815539
TCS.NS,2026-06-12,1962.1918359695628
TCS.NS,2026-06-15,1963.648730288991
TCS.NS,2026-06-16,1964.6530582378145
TCS.NS,2026-06-17,1965.550520761357
TCS.NS,2026-06-18,1966.2055949953246
TCS.NS,2026-06-19,1966.6495029607104
TCS.NS,2026-06-22,1967.078070490763
TCS.NS,2026-06-23,1967.2582264928278
TCS.NS,2026-06-24,1967.539742303812
TITAN.NS,2026-05-14,4081.2925047901226
TITAN.NS,2026-05-15,4073.6462236160296
TITAN.NS,2026-05-18,4067.9133625879476
TITAN.NS,2026-05-19,4063.4213321581556
TITAN.NS,2026-05-20,4059.706744278461
TITAN.NS,2026-05-21,4056.4663913092736
TITAN.NS,2026-05-22,4053.6190479095385
TITAN.NS,2026-05-25,4051.0957650319833
TITAN.NS,2026-05-26,4048.8298639028435
TITAN.NS,2026-05-27,4046.7635786739775
TITAN.NS,2026-05-28,4044.9381106053406
TITAN.NS,2026-05-29,4043.291741891204
TITAN.NS,2026-06-01,4041.8474275192566
TITAN.NS,2026-06-02,4040.5629572190956
TITAN.NS,2026-06-03,4039.4858385659754
TITAN.NS,2026-06-04,4038.5418252077725
TITAN.NS,2026-06-05,4037.8044908229786
TITAN.NS,2026-06-08,4037.2295230360905
TITAN.NS,2026-06-09,4036.7710959559336
TITAN.NS,2026-06-10,4036.4305549297715
TITAN.NS,2026-06-11,4036.1766206337197
TITAN.NS,2026-06-12,4035.9822179540934
TITAN.NS,2026-06-15,4035.8349024287018
TITAN.NS,2026-06-16,4035.6834667773146
TITAN.NS,2026-06-17,4035.5581813133686
TITAN.NS,2026-06-18,4035.502181233511
TITAN.NS,2026-06-19,4035.4790580774134
TITAN.NS,2026-06-22,4035.4513943743004
TITAN.NS,2026-06-23,4035.4843553822648
TITAN.NS,2026-06-24,4035.480319340473
