customer_id,kyc_doc_quality,kyc_completion,kyc_risk_score,kyc_status,sanction_flag,pep_flag,selfie_match_score,approval_status
CUST000035,Good,Complete,0.444,Review,0,0,0.851,Rejected
CUST000036,Good,Complete,0.378,Review,0,0,0.929,Rejected
CUST000037,Average,Complete,0.56,Review,0,0,0.861,Rejected
CUST000038,Good,Partial,0.693,Rejected,0,0,0.842,Rejected
CUST000039,Good,Complete,0.483,Review,0,0,0.94,Rejected
CUST000040,Good,Complete,0.471,Review,0,0,0.897,Rejected
CUST000041,Good,Complete,0.469,Review,0,0,0.854,Rejected
CUST000042,Good,Complete,0.477,Review,0,0,0.754,Rejected
CUST000043,Average,Complete,0.614,Review,0,0,0.836,Rejected
CUST000044,Good,Complete,0.455,Review,0,0,0.866,Rejected
CUST000045,Poor,Complete,0.619,Review,0,0,0.864,Rejected
CUST000046,Good,Complete,0.522,Review,0,0,1.0,Rejected
CUST000047,Good,Complete,0.448,Review,0,0,0.987,Rejected
CUST000048,Average,Complete,0.6,Review,0,0,0.782,Rejected
CUST000049,Poor,Complete,0.714,Rejected,0,0,0.925,Rejected
CUST000050,Good,Complete,0.352,Review,0,0,0.883,Rejected
CUST000051,Good,Complete,0.552,Review,0,0,0.82,Rejected
CUST000052,Average,Pending,0.868,Rejected,0,0,0.881,Rejected
CUST000053,Good,Complete,0.447,Review,0,0,0.823,Rejected
CUST000054,Poor,Complete,0.733,Rejected,0,0,0.849,Rejected
CUST000055,Good,Complete,0.445,Review,0,0,1.0,Rejected
CUST000056,Poor,Complete,0.741,Rejected,0,0,0.974,Rejected
CUST000057,Poor,Complete,0.905,Rejected,0,0,0.643,Rejected
CUST000058,Good,Complete,0.496,Review,0,0,0.86,Rejected
CUST000059,Good,Complete,0.525,Review,0,0,0.954,Rejected
CUST000060,Good,Complete,0.54,Review,0,0,0.934,Rejected
CUST000061,Good,Complete,0.491,Review,0,0,0.753,Rejected
CUST000062,Good,Complete,0.422,Review,0,0,0.955,Rejected
CUST000063,Good,Complete,0.494,Review,0,0,0.819,Rejected
CUST000064,Good,Complete,0.55,Review,0,0,0.872,Rejected
CUST000065,Good,Complete,0.539,Review,0,0,0.881,Rejected
CUST000066,Good,Complete,0.542,Review,0,0,0.912,Rejected
CUST000067,Good,Partial,0.811,Rejected,0,0,0.826,Rejected
CUST000068,Good,Complete,0.779,Rejected,1,0,0.843,Rejected
CUST000069,Good,Complete,0.405,Review,0,0,0.857,Rejected
CUST000070,Poor,Complete,0.663,Rejected,0,0,0.904,Rejected
CUST000071,Good,Partial,0.929,Rejected,0,1,0.855,Rejected
CUST000072,Good,Complete,0.433,Review,0,0,0.857,Rejected
CUST000073,Good,Complete,0.627,Review,0,0,0.957,Rejected
CUST000074,Poor,Complete,0.605,Review,0,0,0.869,Rejected
CUST000075,Poor,Complete,0.665,Rejected,0,0,0.831,Rejected
CUST000076,Good,Complete,0.633,Review,0,0,0.812,Rejected
CUST000077,Good,Complete,0.811,Rejected,0,0,0.744,Rejected
CUST000078,Good,Complete,0.501,Review,0,0,0.95,Rejected
CUST000079,Good,Complete,0.513,Review,0,0,0.961,Rejected
CUST000080,Good,Complete,0.351,Review,0,0,0.914,Rejected
CUST000081,Good,Complete,0.509,Review,0,0,0.854,Rejected
CUST000082,Good,Complete,0.48,Review,0,0,0.935,Rejected
CUST000083,Good,Pending,0.74,Rejected,0,0,0.827,Rejected
CUST000084,Poor,Complete,0.704,Rejected,0,0,0.914,Rejected
CUST000085,Good,Complete,0.674,Rejected,0,0,0.825,Rejected
CUST000086,Good,Complete,0.532,Review,0,0,0.845,Rejected
CUST000087,Good,Complete,0.522,Review,0,0,0.908,Rejected
CUST000088,Good,Complete,0.485,Review,0,0,0.868,Rejected
CUST000089,Average,Complete,0.663,Rejected,0,0,0.852,Rejected
CUST000090,Good,Complete,0.463,Review,0,0,0.933,Rejected
CUST000091,Good,Complete,0.553,Review,0,0,0.957,Rejected
CUST000092,Good,Complete,0.599,Review,0,0,0.794,Rejected
CUST000093,Good,Complete,0.392,Review,0,0,0.866,Rejected
CUST000094,Average,Complete,0.633,Review,0,0,0.868,Rejected
CUST000095,Average,Complete,0.695,Rejected,0,0,0.851,Rejected
CUST000096,Poor,Complete,0.72,Rejected,0,0,1.0,Rejected
CUST000097,Average,Pending,0.834,Rejected,0,0,0.959,Rejected
CUST000098,Good,Complete,0.618,Review,0,0,0.856,Rejected
CUST000099,Good,Complete,0.496,Review,0,0,0.802,Rejected
CUST000100,Good,Complete,0.508,Review,0,0,0.846,Rejected
CUST000101,Good,Partial,0.843,Rejected,0,0,0.873,Rejected
CUST000102,Good,Complete,0.464,Review,0,0,0.901,Rejected
CUST000103,Average,Complete,0.891,Rejected,1,0,0.893,Rejected
CUST000104,Good,Complete,0.404,Review,0,0,0.809,Rejected
CUST000105,Average,Complete,0.607,Review,0,0,0.819,Rejected
CUST000106,Good,Partial,0.756,Rejected,0,0,0.814,Rejected
CUST000107,Good,Complete,0.581,Review,0,0,0.942,Rejected
CUST000108,Average,Complete,0.806,Rejected,0,0,0.716,Rejected
CUST000109,Good,Complete,0.426,Review,0,0,0.825,Rejected
CUST000110,Good,Complete,0.483,Review,0,0,0.856,Rejected
CUST000111,Good,Partial,0.786,Rejected,0,0,0.91,Rejected
CUST000112,Good,Complete,0.465,Review,0,0,0.953,Rejected
CUST000113,Good,Complete,0.503,Review,0,0,0.958,Rejected
CUST000114,Good,Complete,0.481,Review,0,0,0.879,Rejected
CUST000115,Good,Complete,0.46,Review,0,0,0.97,Rejected
CUST000116,Good,Complete,0.473,Review,0,0,0.953,Rejected
CUST000117,Good,Complete,0.719,Rejected,0,0,0.706,Rejected
CUST000118,Average,Complete,0.659,Rejected,0,0,0.861,Rejected
CUST000119,Average,Complete,0.639,Review,0,0,0.926,Rejected
CUST000120,Average,Pending,0.782,Rejected,0,0,0.824,Rejected
CUST000121,Average,Complete,0.564,Review,0,0,0.883,Rejected
CUST000122,Average,Complete,0.548,Review,0,0,0.762,Rejected
CUST000123,Good,Complete,0.548,Review,0,0,0.951,Rejected
CUST000124,Good,Complete,0.476,Review,0,0,0.872,Rejected
CUST000125,Good,Complete,0.546,Review,0,0,0.855,Rejected
CUST000126,Good,Complete,0.398,Review,0,0,0.962,Rejected
CUST000127,Good,Complete,0.495,Review,0,0,0.926,Rejected
CUST000128,Average,Complete,0.655,Rejected,0,0,0.798,Rejected
CUST000129,Average,Complete,0.61,Review,0,0,0.967,Rejected
CUST000130,Good,Complete,0.481,Review,0,0,1.0,Rejected
CUST000131,Poor,Complete,0.753,Rejected,0,0,0.99,Rejected
CUST000132,Good,Complete,0.382,Review,0,0,0.896,Rejected
CUST000133,Average,Pending,0.87,Rejected,0,0,0.959,Rejected
CUST000134,Good,Complete,0.467,Review,0,0,0.874,Rejected
CUST000135,Poor,Complete,0.749,Rejected,0,0,0.984,Rejected
CUST000136,Good,Pending,0.723,Rejected,0,0,0.78,Rejected
CUST000137,Good,Complete,0.466,Review,0,0,1.0,Rejected
CUST000138,Good,Complete,0.359,Review,0,0,0.972,Rejected
CUST000139,Good,Complete,0.528,Review,0,0,0.88,Rejected
CUST000140,Good,Pending,0.783,Rejected,0,0,0.925,Rejected
CUST000141,Average,Partial,0.782,Rejected,0,0,0.829,Rejected
CUST000142,Average,Complete,0.642,Review,0,0,0.88,Rejected
CUST000143,Average,Complete,0.618,Review,0,0,0.909,Rejected
CUST000144,Good,Complete,0.564,Review,0,0,0.927,Rejected
CUST000145,Good,Complete,0.606,Review,0,0,0.893,Rejected
CUST000146,Good,Pending,0.753,Rejected,0,0,0.818,Rejected
CUST000147,Good,Complete,0.408,Review,0,0,0.889,Rejected
CUST000148,Average,Pending,0.87,Rejected,0,0,0.811,Rejected
CUST000149,Good,Complete,0.497,Review,0,0,0.856,Rejected
CUST000150,Good,Complete,0.421,Review,0,0,0.798,Rejected
CUST000151,Good,Partial,0.677,Rejected,0,0,0.915,Rejected
CUST000152,Good,Complete,0.386,Review,0,0,0.852,Rejected
CUST000153,Good,Partial,0.811,Rejected,0,0,0.855,Rejected
CUST000154,Good,Partial,0.76,Rejected,0,0,0.872,Rejected
CUST000155,Average,Complete,0.536,Review,0,0,0.91,Rejected
CUST000156,Good,Complete,0.805,Rejected,1,0,0.76,Rejected
CUST000157,Poor,Complete,0.942,Rejected,1,0,0.983,Rejected
CUST000158,Good,Complete,0.501,Review,0,0,0.932,Rejected
CUST000159,Good,Complete,0.424,Review,0,0,0.825,Rejected
CUST000160,Average,Partial,0.818,Rejected,0,0,0.896,Rejected
CUST000161,Good,Complete,0.535,Review,0,0,0.945,Rejected
CUST000162,Good,Complete,0.516,Review,0,0,0.908,Rejected
CUST000163,Average,Complete,0.643,Review,0,0,0.907,Rejected
CUST000164,Good,Complete,0.524,Review,0,0,1.0,Rejected
CUST000165,Good,Complete,0.469,Review,0,0,0.939,Rejected
CUST000166,Good,Complete,0.449,Review,0,0,0.865,Rejected
CUST000167,Good,Complete,0.416,Review,0,0,0.972,Rejected
CUST000168,Poor,Complete,0.806,Rejected,0,0,0.816,Rejected
CUST000169,Good,Complete,0.741,Rejected,0,0,0.718,Rejected
CUST000170,Good,Complete,0.517,Review,0,0,0.984,Rejected
CUST000171,Good,Complete,0.303,Approved,0,0,0.92,Rejected
CUST000172,Good,Complete,0.377,Review,0,0,0.886,Rejected
CUST000173,Good,Complete,0.518,Review,0,0,0.881,Rejected
CUST000174,Average,Partial,0.85,Rejected,0,0,0.946,Rejected
CUST000175,Good,Complete,0.619,Review,0,0,0.868,Rejected
CUST000176,Good,Complete,0.768,Rejected,0,1,0.869,Rejected
CUST000177,Good,Complete,0.461,Review,0,0,0.956,Rejected
CUST000178,Good,Complete,0.594,Review,0,0,0.914,Rejected
CUST000179,Good,Complete,0.843,Rejected,1,0,0.865,Rejected
CUST000180,Good,Complete,0.537,Review,0,0,0.968,Rejected
CUST000181,Good,Complete,0.562,Review,0,0,0.851,Rejected
CUST000182,Average,Complete,0.68,Rejected,0,0,0.811,Rejected
CUST000183,Good,Pending,0.743,Rejected,0,0,0.96,Rejected
CUST000184,Average,Partial,0.807,Rejected,0,0,0.835,Rejected
CUST000185,Good,Complete,0.515,Review,0,0,0.848,Rejected
CUST000186,Average,Partial,0.889,Rejected,0,0,0.863,Rejected
CUST000187,Good,Complete,0.561,Review,0,0,0.827,Rejected
CUST000188,Poor,Complete,0.668,Rejected,0,0,0.8,Rejected
CUST000189,Average,Complete,0.669,Rejected,0,0,0.964,Rejected
CUST000190,Good,Partial,0.757,Rejected,0,0,0.95,Rejected
CUST000191,Average,Complete,0.521,Review,0,0,0.834,Rejected
CUST000192,Good,Complete,0.724,Rejected,0,0,0.703,Rejected
CUST000193,Good,Pending,0.972,Rejected,0,1,0.749,Rejected
CUST000194,Good,Complete,0.449,Review,0,0,0.843,Rejected
CUST000195,Good,Partial,0.628,Review,0,0,0.769,Rejected
CUST000196,Average,Complete,0.693,Rejected,0,0,0.982,Rejected
CUST000197,Good,Complete,0.499,Review,0,0,0.844,Rejected
CUST000198,Good,Complete,0.326,Approved,0,0,0.894,Rejected
CUST000199,Good,Complete,0.501,Review,0,0,0.903,Rejected
CUST000200,Good,Complete,0.428,Review,0,0,0.897,Rejected
CUST000201,Good,Complete,0.539,Review,0,0,0.829,Rejected
CUST000202,Good,Complete,0.493,Review,0,0,0.762,Rejected
CUST000203,Average,Complete,0.653,Rejected,0,0,0.873,Rejected
CUST000204,Average,Complete,0.608,Review,0,0,0.964,Rejected
CUST000205,Good,Complete,0.447,Review,0,0,0.991,Rejected
CUST000206,Good,Complete,0.576,Review,0,0,0.872,Rejected
CUST000207,Poor,Complete,0.732,Rejected,0,0,0.917,Rejected
CUST000208,Good,Partial,0.815,Rejected,0,0,0.825,Rejected
CUST000209,Good,Complete,0.447,Review,0,0,1.0,Rejected
CUST000210,Average,Complete,0.563,Review,0,0,0.946,Rejected
CUST000211,Good,Complete,0.464,Review,0,0,0.901,Rejected
CUST000212,Good,Complete,0.767,Rejected,0,1,0.914,Rejected
CUST000213,Good,Partial,0.843,Rejected,0,0,0.869,Rejected
CUST000214,Good,Pending,0.834,Rejected,0,0,0.822,Rejected
CUST000215,Average,Complete,0.628,Review,0,0,0.817,Rejected
CUST000216,Good,Complete,0.41,Review,0,0,0.963,Rejected
CUST000217,Good,Complete,0.468,Review,0,0,0.774,Rejected
CUST000218,Good,Complete,0.452,Review,0,0,0.844,Rejected
CUST000219,Good,Complete,0.605,Review,0,0,1.0,Rejected
CUST000220,Good,Complete,0.47,Review,0,0,0.821,Rejected
CUST000221,Average,Complete,0.67,Rejected,0,0,1.0,Rejected
CUST000222,Good,Complete,0.544,Review,0,0,1.0,Rejected
CUST000223,Good,Complete,0.497,Review,0,0,1.0,Rejected
CUST000224,Good,Complete,0.387,Review,0,0,0.865,Rejected
CUST000225,Good,Complete,0.435,Review,0,0,0.963,Rejected
CUST000226,Good,Complete,0.381,Review,0,0,0.76,Rejected
CUST000227,Good,Complete,0.58,Review,0,0,0.899,Rejected
CUST000228,Poor,Complete,0.667,Rejected,0,0,0.815,Rejected
CUST000229,Good,Complete,0.444,Review,0,0,0.885,Rejected
CUST000230,Average,Complete,0.629,Review,0,0,0.919,Rejected
CUST000231,Average,Complete,0.568,Review,0,0,0.934,Rejected
CUST000232,Good,Complete,0.592,Review,0,0,0.914,Rejected
CUST000233,Average,Complete,0.63,Review,0,0,0.776,Rejected
CUST000234,Good,Complete,0.756,Rejected,1,0,0.954,Rejected
CUST000235,Good,Complete,0.333,Approved,0,0,0.946,Rejected
CUST000236,Good,Complete,0.389,Review,0,0,0.949,Rejected
CUST000237,Average,Complete,0.659,Rejected,0,0,0.901,Rejected
CUST000238,Good,Partial,0.843,Rejected,0,0,0.969,Rejected
CUST000239,Good,Complete,0.636,Review,0,0,0.742,Rejected
CUST000240,Average,Complete,0.508,Review,0,0,0.879,Rejected
CUST000241,Good,Complete,0.888,Rejected,0,1,0.85,Rejected
CUST000242,Good,Complete,0.431,Review,0,0,0.929,Rejected
CUST000243,Average,Partial,0.857,Rejected,0,0,0.938,Rejected
CUST000244,Good,Complete,0.506,Review,0,0,0.853,Rejected
CUST000245,Good,Complete,0.562,Review,0,0,0.985,Rejected
CUST000246,Good,Partial,0.841,Rejected,0,0,0.873,Rejected
CUST000247,Good,Complete,0.613,Review,0,0,0.838,Rejected
CUST000248,Good,Complete,0.459,Review,0,0,0.94,Rejected
CUST000249,Good,Complete,0.549,Review,0,0,0.817,Rejected
CUST000250,Good,Partial,0.813,Rejected,0,0,0.888,Rejected
CUST000251,Good,Partial,0.864,Rejected,0,0,0.953,Rejected
CUST000252,Good,Complete,0.512,Review,0,0,0.896,Rejected
CUST000253,Good,Complete,0.838,Rejected,1,0,0.895,Rejected
CUST000254,Good,Complete,0.41,Review,0,0,0.939,Rejected
CUST000255,Average,Complete,0.734,Rejected,0,0,0.883,Rejected
CUST000256,Good,Complete,0.517,Review,0,0,1.0,Rejected
CUST000257,Good,Complete,0.416,Review,0,0,0.927,Rejected
CUST000258,Poor,Complete,0.713,Rejected,0,0,0.979,Rejected
CUST000259,Poor,Partial,0.926,Rejected,0,0,0.973,Rejected
CUST000260,Good,Complete,0.404,Review,0,0,0.802,Rejected
CUST000261,Good,Pending,0.617,Review,0,0,0.862,Rejected
CUST000262,Average,Complete,0.649,Review,0,0,0.822,Rejected
CUST000263,Good,Partial,0.647,Review,0,0,0.796,Rejected
CUST000264,Good,Complete,0.395,Review,0,0,0.949,Rejected
CUST000265,Good,Complete,0.725,Rejected,0,0,0.948,Rejected
CUST000266,Average,Complete,0.546,Review,0,0,0.912,Rejected
CUST000267,Good,Partial,0.832,Rejected,0,0,0.929,Rejected
CUST000268,Good,Complete,0.54,Review,0,0,0.945,Rejected
CUST000269,Average,Complete,0.661,Rejected,0,0,0.891,Rejected
CUST000270,Good,Complete,0.41,Review,0,0,0.848,Rejected
CUST000271,Good,Partial,0.774,Rejected,0,0,0.856,Rejected
CUST000272,Good,Complete,0.481,Review,0,0,0.831,Rejected
CUST000273,Good,Complete,0.438,Review,0,0,0.879,Rejected
CUST000274,Good,Complete,0.361,Review,0,0,0.864,Rejected
CUST000275,Good,Complete,0.561,Review,0,0,0.905,Rejected
CUST000276,Average,Partial,0.964,Rejected,1,0,0.933,Rejected
CUST000277,Poor,Complete,0.712,Rejected,0,0,0.88,Rejected
CUST000278,Good,Partial,0.825,Rejected,0,0,0.891,Rejected
CUST000279,Good,Complete,0.577,Review,0,0,0.893,Rejected
CUST000280,Average,Complete,0.549,Review,0,0,0.907,Rejected
CUST000281,Poor,Complete,0.669,Rejected,0,0,0.877,Rejected
CUST000282,Average,Partial,0.828,Rejected,0,0,0.876,Rejected
CUST000283,Good,Complete,0.465,Review,0,0,0.927,Rejected
CUST000284,Average,Complete,0.524,Review,0,0,0.981,Rejected
CUST000285,Good,Complete,0.525,Review,0,0,0.95,Rejected
CUST000286,Good,Complete,0.409,Review,0,0,0.926,Rejected
CUST000287,Good,Complete,0.499,Review,0,0,0.995,Rejected
CUST000288,Good,Complete,0.457,Review,0,0,0.858,Rejected
CUST000289,Good,Complete,0.405,Review,0,0,0.898,Rejected
CUST000290,Average,Complete,0.657,Rejected,0,0,1.0,Rejected
CUST000291,Good,Complete,0.554,Review,0,0,0.798,Rejected
CUST000292,Good,Partial,0.807,Rejected,0,0,0.956,Rejected
CUST000293,Average,Complete,0.644,Review,0,0,0.819,Rejected
CUST000294,Good,Complete,0.475,Review,0,0,0.864,Rejected
CUST000295,Good,Complete,0.501,Review,0,0,1.0,Rejected
CUST000296,Good,Pending,0.739,Rejected,0,0,0.923,Rejected
CUST000297,Good,Complete,0.511,Review,0,0,0.808,Rejected
CUST000298,Good,Complete,0.436,Review,0,0,0.832,Rejected
CUST000299,Good,Complete,0.567,Review,0,0,0.855,Rejected
CUST000300,Good,Partial,0.786,Rejected,0,0,0.897,Rejected
CUST000301,Good,Complete,0.454,Review,0,0,0.828,Rejected
CUST000302,Good,Partial,0.813,Rejected,0,0,0.782,Rejected
CUST000303,Good,Complete,0.558,Review,0,0,0.986,Rejected
CUST000304,Average,Complete,0.501,Review,0,0,1.0,Rejected
CUST000305,Good,Complete,0.451,Review,0,0,0.993,Rejected
CUST000306,Good,Complete,0.489,Review,0,0,0.798,Rejected
CUST000307,Good,Complete,0.447,Review,0,0,0.979,Rejected
CUST000308,Good,Complete,0.52,Review,0,0,0.965,Rejected
CUST000309,Good,Complete,0.636,Review,0,0,0.81,Rejected
CUST000310,Good,Pending,0.731,Rejected,0,0,0.916,Rejected
CUST000311,Average,Complete,0.552,Review,0,0,0.921,Rejected
CUST000312,Good,Complete,0.542,Review,0,0,0.795,Rejected
CUST000313,Average,Complete,0.712,Rejected,0,0,0.991,Rejected
CUST000314,Good,Complete,0.484,Review,0,0,0.934,Rejected
CUST000315,Average,Complete,0.533,Review,0,0,0.852,Rejected
CUST000316,Average,Complete,0.718,Rejected,0,0,0.964,Rejected
CUST000317,Good,Complete,0.551,Review,0,0,0.823,Rejected
CUST000318,Good,Complete,0.345,Approved,0,0,0.992,Approved
CUST000319,Good,Complete,0.517,Review,0,0,0.857,Rejected
CUST000320,Average,Complete,0.666,Rejected,0,0,0.788,Rejected
CUST000321,Average,Complete,0.571,Review,0,0,0.881,Rejected
CUST000322,Good,Complete,0.944,Rejected,1,1,0.934,Rejected
CUST000323,Good,Partial,0.783,Rejected,0,0,0.813,Rejected
CUST000324,Average,Complete,0.56,Review,0,0,0.806,Rejected
CUST000325,Good,Complete,0.558,Review,0,0,0.777,Rejected
CUST000326,Good,Complete,0.544,Review,0,0,0.922,Rejected
CUST000327,Good,Partial,0.793,Rejected,0,0,0.903,Rejected
CUST000328,Good,Complete,0.522,Review,0,0,0.893,Rejected
CUST000329,Average,Complete,0.632,Review,0,0,1.0,Rejected
CUST000330,Average,Complete,0.685,Rejected,0,0,0.957,Rejected
CUST000331,Good,Complete,0.467,Review,0,0,0.823,Rejected
CUST000332,Good,Complete,0.441,Review,0,0,0.906,Rejected
CUST000333,Good,Complete,0.453,Review,0,0,1.0,Rejected
CUST000334,Good,Complete,0.489,Review,0,0,0.811,Rejected
CUST000335,Good,Partial,0.74,Rejected,0,0,0.94,Rejected
CUST000336,Average,Complete,0.458,Review,0,0,0.893,Rejected
CUST000337,Good,Complete,0.317,Approved,0,0,0.767,Approved
CUST000338,Good,Complete,0.563,Review,0,0,0.8,Rejected
CUST000339,Average,Complete,0.642,Review,0,0,0.893,Rejected
CUST000340,Good,Complete,0.502,Review,0,0,0.845,Rejected
CUST000341,Good,Complete,0.44,Review,0,0,0.817,Rejected
CUST000342,Average,Complete,0.71,Rejected,0,0,0.896,Rejected
CUST000343,Good,Complete,0.46,Review,0,0,0.866,Rejected
CUST000344,Good,Complete,0.505,Review,0,0,0.905,Rejected
CUST000345,Good,Complete,0.465,Review,0,0,0.955,Rejected
CUST000346,Average,Complete,0.615,Review,0,0,0.824,Rejected
CUST000347,Average,Complete,0.556,Review,0,0,0.774,Rejected
CUST000348,Good,Partial,0.777,Rejected,0,0,0.87,Rejected
CUST000349,Average,Partial,0.798,Rejected,0,0,0.879,Rejected
CUST000350,Good,Complete,0.455,Review,0,0,0.885,Rejected
CUST000351,Poor,Pending,0.919,Rejected,0,0,0.953,Rejected
CUST000352,Good,Complete,0.397,Review,0,0,0.85,Rejected
CUST000353,Good,Complete,0.58,Review,0,0,0.975,Rejected
CUST000354,Average,Complete,0.778,Rejected,0,0,1.0,Rejected
CUST000355,Poor,Complete,0.668,Rejected,0,0,0.946,Rejected
CUST000356,Average,Complete,0.659,Rejected,0,0,1.0,Rejected
CUST000357,Average,Complete,0.624,Review,0,0,0.844,Rejected
CUST000358,Good,Complete,0.698,Rejected,0,0,1.0,Rejected
CUST000359,Good,Partial,0.67,Rejected,0,0,0.838,Rejected
CUST000360,Average,Partial,0.823,Rejected,0,0,0.963,Rejected
CUST000361,Good,Partial,0.822,Rejected,0,0,0.783,Rejected
CUST000362,Good,Complete,0.514,Review,0,0,0.892,Rejected
CUST000363,Good,Complete,0.63,Review,0,0,0.805,Rejected
CUST000364,Good,Complete,0.541,Review,0,0,0.785,Rejected
CUST000365,Average,Complete,0.574,Review,0,0,0.875,Rejected
CUST000366,Good,Pending,0.919,Rejected,0,0,0.737,Rejected
CUST000367,Good,Complete,0.499,Review,0,0,0.803,Rejected
CUST000368,Good,Complete,0.467,Review,0,0,0.926,Rejected
CUST000369,Good,Complete,0.46,Review,0,0,0.871,Rejected
CUST000370,Good,Complete,0.523,Review,0,0,0.776,Rejected
CUST000371,Good,Partial,0.829,Rejected,0,0,1.0,Rejected
CUST000372,Good,Partial,0.753,Rejected,0,0,1.0,Rejected
CUST000373,Good,Partial,0.809,Rejected,0,0,0.829,Rejected
CUST000374,Good,Complete,0.387,Review,0,0,0.878,Rejected
CUST000375,Good,Pending,0.804,Rejected,0,0,0.883,Rejected
CUST000376,Good,Complete,0.541,Review,0,0,0.779,Rejected
CUST000377,Good,Complete,0.408,Review,0,0,1.0,Rejected
CUST000378,Good,Complete,0.432,Review,0,0,0.9,Rejected
CUST000379,Poor,Partial,0.943,Rejected,0,0,0.814,Rejected
CUST000380,Good,Partial,0.782,Rejected,0,0,0.89,Rejected
CUST000381,Good,Complete,0.539,Review,0,0,0.881,Rejected
CUST000382,Good,Partial,0.648,Review,0,0,0.834,Rejected
CUST000383,Good,Complete,0.588,Review,0,0,0.934,Rejected
CUST000384,Good,Complete,0.397,Review,0,0,0.842,Rejected
CUST000385,Good,Complete,0.845,Rejected,1,0,0.807,Rejected
CUST000386,Poor,Complete,0.717,Rejected,0,0,0.755,Rejected
CUST000387,Good,Partial,0.935,Rejected,0,1,0.891,Rejected
CUST000388,Average,Complete,0.63,Review,0,0,0.897,Rejected
CUST000389,Good,Complete,0.653,Rejected,0,0,0.934,Rejected
CUST000390,Good,Complete,0.89,Rejected,1,0,0.824,Rejected
CUST000391,Average,Complete,0.836,Rejected,0,0,0.716,Rejected
CUST000392,Good,Complete,0.521,Review,0,0,0.964,Rejected
CUST000393,Good,Complete,0.503,Review,0,0,0.8,Rejected
CUST000394,Good,Partial,0.835,Rejected,0,0,0.801,Rejected
CUST000395,Poor,Complete,0.785,Rejected,0,0,0.884,Rejected
CUST000396,Good,Complete,0.408,Review,0,0,0.911,Rejected
CUST000397,Good,Complete,0.54,Review,0,0,0.817,Rejected
CUST000398,Average,Complete,0.496,Review,0,0,0.88,Rejected
CUST000399,Good,Complete,0.515,Review,0,0,0.881,Rejected
CUST000400,Good,Complete,0.497,Review,0,0,0.925,Rejected
CUST000401,Good,Complete,0.584,Review,0,0,0.902,Rejected
CUST000402,Average,Complete,0.868,Rejected,0,1,0.867,Rejected
CUST000403,Good,Partial,0.747,Rejected,0,0,1.0,Rejected
CUST000404,Good,Complete,0.585,Review,0,0,0.94,Rejected
CUST000405,Good,Partial,0.76,Rejected,0,0,0.986,Rejected
CUST000406,Good,Pending,0.779,Rejected,0,0,0.854,Rejected
CUST000407,Good,Complete,0.53,Review,0,0,1.0,Rejected
CUST000408,Good,Complete,0.51,Review,0,0,0.941,Rejected
CUST000409,Average,Complete,0.692,Rejected,0,0,0.845,Rejected
CUST000410,Good,Partial,0.738,Rejected,0,0,0.865,Rejected
